5;Bobigny-Pantin - Raymond Queneau;18:04;3
1;Hôtel de Ville;20:07;5
12;Mairie d'Aubervilliers;13:51;2
8;La Motte-Picquet - Grenelle;9:31;4
2;Victor Hugo;6:19;4
8;Pointe du Lac;18:17;3
9;Nation;21:12;8
5;Église de Pantin;6:26;2
2;Belleville;12:11;7
2;Charles de Gaulle - Etoile;20:16;8
12;Mairie d'Aubervilliers;20:39;2
10;Porte d'Auteuil;7:09;2
12;Mairie d'Issy;18:20;3
3;Porte de Champerret;15:52;4
10;Porte d'Auteuil;21:23;2
12;Porte de Versailles;20:05;4
2;Place de Clichy;11:49;3
5;Campo-Formio;6:16;5
2;Charles de Gaulle - Etoile;11:55;8
12;Mairie d'Issy;17:20;3
9;Nation;6:08;8
6;Corvisart;14:55;4
11;Mairie des Lilas;13:23;1
9;Mairie de Montreuil;14:20;2
8;Lourmel;18:05;1
7;Place d'Italie;19:55;3
9;Havre-Caumartin;13:22;9
3;Gambetta;9:05;2
4;Montparnasse Bienvenue;10:57;3
10;Gare d'Austerlitz;11:43;1
5;Bobigny Pablo Picasso;9:01;1
8;Balard;16:28;2
9;Porte de Montreuil;19:34;7
2;Charles de Gaulle - Etoile;12:31;8
9;Mairie de Montreuil;9:23;2
10;Porte d'Auteuil;15:18;2
8;La Motte-Picquet - Grenelle;12:09;4
6;Daumesnil;12:20;2
2;Victor Hugo;12:37;4
10;Boulogne Pont de Saint-Cloud;14:31;3
10;Gare d'Austerlitz;11:04;1
8;Lourmel;20:36;1
10;Porte d'Auteuil;16:22;4
7;Villejuif - Louis Aragon;13:18;6
10;Boulogne Pont de Saint-Cloud;8:24;3
12;Porte de Versailles;11:28;4
10;Porte d'Auteuil;19:54;2
3;Gambetta;14:26;2
5;Bobigny Pablo Picasso;15:09;1
2;Nation;9:01;1
12;Mairie d'Issy;20:27;3
9;Porte de Montreuil;9:08;3
8;Balard;18:19;2
10;Boulogne Pont de Saint-Cloud;18:33;3
9;Mairie de Montreuil;9:25;2
12;Porte de Versailles;8:07;4
14;Châtelet;12:38;8
9;Porte de Montreuil;19:03;7
12;Mairie d'Issy;10:48;3
12;Mairie d'Issy;20:56;3
11;Mairie des Lilas;21:49;1
8;La Motte-Picquet - Grenelle;14:05;4
10;Porte d'Auteuil;20:16;2
9;Nation;9:25;8
8;Balard;11:25;2
8;Daumesnil;12:52;5
12;Porte de Versailles;14:21;4
9;Mairie de Montreuil;8:05;4
14;Châtelet;16:04;8
5;Bobigny Pablo Picasso;15:17;1
12;Mairie d'Issy;22:00;3
2;Porte Dauphine;11:10;2
2;Charles de Gaulle - Etoile;11:07;8
10;Gare d'Austerlitz;20:34;1
6;Bercy;17:30;6
10;Boulogne Pont de Saint-Cloud;10:23;3
5;Campo-Formio;14:42;5
14;Bibliothèque François Mitterrand;20:39;5
8;Daumesnil;13:39;5
2;Charles de Gaulle - Etoile;18:51;8
3;Gambetta;20:43;2
11;Place des Fêtes;15:43;2
12;Mairie d'Issy;21:59;3
2;Victor Hugo;11:51;4
6;Bercy;12:35;6
2;Victor Hugo;16:35;4
3;Porte de Champerret;21:25;4
10;Boulogne Pont de Saint-Cloud;14:27;3
3;Gambetta;16:35;2
11;Place des Fêtes;20:07;2
8;Pointe du Lac;13:44;3
4;Bagneux - Lucie Aubrac;17:40;2
2;Victor Hugo;21:37;4
2;Victor Hugo;18:47;4
2;Place de Clichy;13:05;3
4;Porte d'Orléans;16:04;5
12;Mairie d'Aubervilliers;15:23;2
9;Porte de Montreuil;13:16;3
10;Boulogne Pont de Saint-Cloud;14:17;3
13;Carrefour Pleyel;14:06;5
12;Porte de Versailles;8:38;4
9;Mairie de Montreuil;15:28;4
12;Mairie d'Issy;18:32;3
8;Daumesnil;7:29;5
2;Place de Clichy;10:08;3
9;Porte de Saint-Cloud;6:06;6
3;Gallieni;11:04;1
11;Mairie des Lilas;14:45;1
8;Daumesnil;18:14;5
13;Châtillon-Montrouge;8:48;4
2;Place de Clichy;10:34;3
5;Bobigny Pablo Picasso;18:26;1
8;La Motte-Picquet - Grenelle;7:32;4
10;Gare d'Austerlitz;18:48;1
9;Mairie de Montreuil;12:43;2
11;Mairie des Lilas;21:27;1
5;Bobigny Pablo Picasso;14:29;1
14;Châtelet;21:04;8
11;Place des Fêtes;8:50;2
9;Nation;19:21;8
12;Mairie d'Issy;6:07;3
14;Olympiades;12:34;2
8;Pointe du Lac;8:09;3
2;Charles de Gaulle - Etoile;8:30;8
12;Mairie d'Issy;13:20;3
10;Porte d'Auteuil;10:59;4
6;Nation;11:21;1
11;Place des Fêtes;19:45;2
12;Porte de Versailles;6:15;4
3;Gambetta;19:58;2
10;Gare d'Austerlitz;19:56;1
2;Place de Clichy;14:02;3
11;Porte des Lilas;8:52;5
5;Campo-Formio;10:37;5
11;Place des Fêtes;21:37;2
3;Gallieni;15:34;1
10;Porte d'Auteuil;18:04;2
3;Gallieni;17:49;1
12;Mairie d'Aubervilliers;13:20;2
8;Lourmel;13:38;1
5;Bobigny Pablo Picasso;19:49;1
12;Mairie d'Issy;16:21;3
2;Nation;15:37;1
12;Mairie d'Issy;8:00;3
12;Mairie d'Aubervilliers;16:54;2
8;La Motte-Picquet - Grenelle;21:19;4
10;Porte d'Auteuil;9:38;2
7;Porte de la Villette;19:55;10
10;Porte d'Auteuil;18:56;4
6;Daumesnil;17:42;2
12;Mairie d'Aubervilliers;19:48;2
8;Lourmel;16:56;1
2;Charles de Gaulle - Etoile;13:13;8
2;Jaurès;16:53;6
2;Porte Dauphine;15:04;2
4;Porte d'Orléans;14:00;5
9;Nation;13:54;8
8;La Motte-Picquet - Grenelle;9:52;4
12;Porte de Versailles;20:21;4
2;Place de Clichy;6:54;3
2;Avron;13:15;5
8;Balard;16:02;2
5;Église de Pantin;11:16;2
8;Balard;11:06;2
5;Bobigny Pablo Picasso;19:18;1
12;Mairie d'Aubervilliers;18:35;2
10;Boulogne Pont de Saint-Cloud;10:41;3
7;La Courneuve - 8 Mai 1945;19:25;7
8;La Motte-Picquet - Grenelle;20:00;4
6;Nation;20:21;1
11;Place des Fêtes;18:23;2
9;Nation;18:08;8
12;Porte de Versailles;6:03;4
12;Mairie d'Issy;21:31;3
8;La Motte-Picquet - Grenelle;7:52;4
5;Bobigny-Pantin - Raymond Queneau;10:11;3
12;Porte de Versailles;22:10;4
5;Bobigny-Pantin - Raymond Queneau;8:33;3
12;Mairie d'Issy;7:55;3
12;Mairie d'Aubervilliers;11:39;2
8;Lourmel;17:23;1
12;Porte de Versailles;11:41;4
9;Porte de Saint-Cloud;14:10;6
4;Porte d'Orléans;6:57;5
8;Balard;16:04;2
2;Porte Dauphine;15:34;2
5;Église de Pantin;15:31;2
7;Villejuif - Louis Aragon;9:31;5
9;Mairie de Montreuil;9:11;4
10;Porte d'Auteuil;10:18;2
8;Pointe du Lac;9:51;3
3;Porte de Champerret;10:46;4
3;Pont de Levallois - Bécon;6:08;3
4;Montparnasse Bienvenue;21:32;3
5;Bobigny Pablo Picasso;12:52;1
1;Porte Maillot;7:18;3
7;Porte de la Villette;13:13;8
14;Olympiades;21:33;2
12;Mairie d'Aubervilliers;16:50;2
7;Mairie d'Ivry;11:52;11
9;Havre-Caumartin;6:47;9
2;Belleville;22:03;7
5;Place d'Italie;6:52;4
6;Bercy;19:56;6
8;Balard;8:12;2
5;Église de Pantin;8:48;2
9;Nation;17:55;8
2;Place de Clichy;15:54;3
5;Bobigny Pablo Picasso;13:20;1
4;Bagneux - Lucie Aubrac;8:28;2
11;Mairie des Lilas;22:05;1
7;Porte de la Villette;7:37;8
14;Châtelet;13:50;8
8;Balard;16:25;2
5;Église de Pantin;9:50;2
8;La Motte-Picquet - Grenelle;21:03;4
3;Gambetta;17:26;2
6;Nation;14:12;1
8;Balard;7:24;2
5;Bobigny Pablo Picasso;10:45;1
2;Avron;6:05;5
10;Boulogne Pont de Saint-Cloud;11:40;3
9;Mairie de Montreuil;14:50;2
10;Boulogne Pont de Saint-Cloud;20:27;3
12;Porte de Versailles;21:49;4
7;Mairie d'Ivry;17:19;1
6;Corvisart;7:43;4
11;Porte des Lilas;9:50;5
8;La Motte-Picquet - Grenelle;18:05;4
3;Gambetta;21:27;2
11;Place des Fêtes;9:40;2
8;Pointe du Lac;12:28;3
9;Nation;7:08;8
12;Mairie d'Issy;21:40;3
9;Mairie de Montreuil;8:02;2
3;Gallieni;10:31;1
9;Porte de Montreuil;15:33;3
10;Boulogne Pont de Saint-Cloud;18:01;3
14;Châtelet;15:06;8
5;Place d'Italie;18:48;4
9;Porte de Montreuil;7:25;7
9;Porte de Saint-Cloud;10:04;6
2;Porte Dauphine;8:40;2
2;Nation;7:02;1
12;Porte de Versailles;12:35;4
12;Mairie d'Issy;10:34;3
10;Porte d'Auteuil;11:03;2
10;Boulogne Pont de Saint-Cloud;22:23;3
5;Bobigny-Pantin - Raymond Queneau;11:31;3
9;Mairie de Montreuil;6:25;4
5;Église de Pantin;9:57;2
10;Gare d'Austerlitz;6:30;1
2;Porte Dauphine;15:28;2
3;Gallieni;13:51;1
8;Lourmel;18:27;1
9;Mairie de Montreuil;19:50;4
10;Porte d'Auteuil;8:59;2
4;Bagneux - Lucie Aubrac;9:05;2
2;Porte Dauphine;9:52;2
9;Porte de Saint-Cloud;11:57;6
6;Corvisart;19:39;4
2;Place de Clichy;19:39;3
12;Mairie d'Aubervilliers;14:30;2
2;Charles de Gaulle - Etoile;18:18;8
14;Gare de Lyon;21:07;4
14;Bercy;11:14;1
5;Église de Pantin;17:56;2
9;Porte de Saint-Cloud;16:13;6
6;Corvisart;6:14;4
12;Mairie d'Aubervilliers;6:22;2
2;Place de Clichy;11:18;3
10;Boulogne Pont de Saint-Cloud;10:54;3
2;Belleville;6:38;7
12;Porte de Versailles;15:06;4
8;La Motte-Picquet - Grenelle;14:23;4
9;Porte de Montreuil;9:19;3
8;La Motte-Picquet - Grenelle;21:18;4
8;Daumesnil;13:54;5
12;Mairie d'Issy;21:16;3
8;Daumesnil;18:53;5
14;Gare de Lyon;14:30;4
8;Balard;16:02;2
12;Porte de Versailles;20:42;4
7;Porte de la Villette;13:53;8
12;Mairie d'Issy;14:05;3
10;Porte d'Auteuil;12:30;4
12;Mairie d'Issy;19:34;3
12;Mairie d'Aubervilliers;12:44;2
12;Mairie d'Issy;13:51;3
10;Porte d'Auteuil;7:14;2
9;Mairie de Montreuil;15:17;2
11;Place des Fêtes;8:35;2
12;Mairie d'Aubervilliers;16:11;2
2;Avron;12:33;5
10;Porte d'Auteuil;20:19;2
10;Gare d'Austerlitz;13:37;1
8;La Motte-Picquet - Grenelle;20:37;4
12;Mairie d'Aubervilliers;17:23;2
8;Balard;21:20;2
8;Lourmel;9:13;1
8;Daumesnil;8:21;5
9;Porte de Saint-Cloud;10:50;6
9;Porte de Montreuil;17:25;3
12;Mairie d'Aubervilliers;11:58;2
5;Bobigny-Pantin - Raymond Queneau;15:47;3
12;Mairie d'Issy;22:16;3
5;Gare d'Austerlitz;8:23;6
12;Mairie d'Issy;10:54;3
2;Charles de Gaulle - Etoile;19:08;8
10;Porte d'Auteuil;14:38;2
12;Porte de Versailles;22:34;4
12;Mairie d'Issy;17:53;3
8;Balard;10:28;2
10;Boulogne Pont de Saint-Cloud;16:50;3
5;Bobigny-Pantin - Raymond Queneau;16:52;3
3;Gallieni;17:29;1
2;Victor Hugo;15:02;4
11;Place des Fêtes;13:24;2
12;Mairie d'Issy;9:06;3
14;Bercy;17:19;1
11;Porte des Lilas;16:17;5
1;Porte Maillot;6:20;3
14;Châtelet;11:22;8
2;Porte Dauphine;14:50;2
8;La Motte-Picquet - Grenelle;11:19;4
4;Porte d'Orléans;15:45;5
9;Mairie de Montreuil;19:51;4
12;Porte de Versailles;19:51;4
10;Boulogne Pont de Saint-Cloud;20:34;3
8;Pointe du Lac;7:35;3
5;Bobigny Pablo Picasso;16:24;1
2;Victor Hugo;19:32;4
4;Montparnasse Bienvenue;14:53;3
5;Campo-Formio;10:48;5
5;Bobigny Pablo Picasso;18:58;1
8;Daumesnil;17:52;5
2;Belleville;16:41;7
6;Nation;19:59;1
8;Lourmel;16:26;1
8;Daumesnil;7:33;5
8;La Motte-Picquet - Grenelle;20:47;4
10;Porte d'Auteuil;11:13;2
2;Victor Hugo;13:48;4
12;Porte de Versailles;14:05;4
10;Porte d'Auteuil;20:41;2
12;Mairie d'Issy;19:26;3
5;Église de Pantin;10:41;2
10;Porte d'Auteuil;16:40;2
8;Pointe du Lac;16:55;3
5;Bobigny-Pantin - Raymond Queneau;12:13;3
2;Porte Dauphine;15:01;2
8;Lourmel;8:01;1
12;Mairie d'Issy;8:58;3
4;Bagneux - Lucie Aubrac;6:38;2
12;Porte de Versailles;18:44;4
8;Lourmel;19:42;1
11;Mairie des Lilas;15:39;1
8;Daumesnil;9:11;5
2;Jaurès;15:47;6
12;Porte de Versailles;16:18;4
11;Porte des Lilas;7:27;5
14;Bercy;10:41;1
1;Gare de Lyon;21:34;6
14;Bercy;7:30;1
12;Porte de Versailles;7:58;4
12;Mairie d'Issy;15:07;3
8;Daumesnil;14:55;5
11;Mairie des Lilas;11:34;1
5;Bobigny-Pantin - Raymond Queneau;16:02;3
11;Mairie des Lilas;14:00;1
7;Villejuif - Louis Aragon;13:13;5
8;Lourmel;7:49;1
11;Mairie des Lilas;17:39;1
3;Porte de Champerret;9:40;4
7;Mairie d'Ivry;15:24;1
2;Place de Clichy;19:21;3
2;Place de Clichy;7:08;3
11;Mairie des Lilas;22:18;1
10;Boulogne Pont de Saint-Cloud;17:15;3
5;Église de Pantin;7:40;2
3;Gambetta;11:36;2
10;Boulogne Pont de Saint-Cloud;14:03;3
5;Église de Pantin;9:36;2
10;Porte d'Auteuil;12:13;2
8;Pointe du Lac;13:51;3
8;Balard;12:20;2
12;Porte de Versailles;14:39;4
2;Charles de Gaulle - Etoile;17:19;8
8;Pointe du Lac;6:13;3
8;La Motte-Picquet - Grenelle;7:03;4
4;Montparnasse Bienvenue;19:04;3
14;Gare de Lyon;20:39;4
4;Montparnasse Bienvenue;12:32;3
10;Porte d'Auteuil;11:06;2
3;Gallieni;15:32;1
9;Porte de Montreuil;17:45;7
12;Mairie d'Issy;21:26;3
12;Mairie d'Issy;7:34;3
10;Boulogne Pont de Saint-Cloud;17:18;3
9;Nation;12:57;8
12;Porte de Versailles;20:36;4
2;Jaurès;9:04;6
8;Balard;13:25;2
9;Havre-Caumartin;11:43;9
10;Porte d'Auteuil;20:35;2
5;Église de Pantin;18:23;2
10;Porte d'Auteuil;7:03;2
12;Mairie d'Issy;21:17;3
8;La Motte-Picquet - Grenelle;13:06;4
5;Bobigny Pablo Picasso;20:05;1
3;Porte de Champerret;9:15;4
9;Mairie de Montreuil;7:05;2
7;La Courneuve - 8 Mai 1945;15:03;7
6;Nation;16:47;1
12;Porte de Versailles;16:28;4
8;Balard;18:10;2
11;Porte des Lilas;21:48;5
2;Charles de Gaulle - Etoile;7:54;8
9;Nation;7:58;8
12;Mairie d'Aubervilliers;18:38;2
8;Balard;8:01;2
12;Mairie d'Aubervilliers;9:50;2
3;Gallieni;17:47;1
8;La Motte-Picquet - Grenelle;18:49;4
5;Bobigny Pablo Picasso;6:49;1
9;Pont de Sèvres;17:17;5
2;Charles de Gaulle - Etoile;9:43;8
8;Balard;18:01;2
4;Bagneux - Lucie Aubrac;13:08;2
6;Corvisart;8:44;4
12;Porte de Versailles;8:08;4
4;Porte d'Orléans;10:38;5
12;Mairie d'Issy;16:55;3
9;Pont de Sèvres;8:56;5
7;Villejuif - Louis Aragon;15:15;6
14;Bercy;14:46;1
2;Belleville;10:21;7
12;Porte de Versailles;20:56;4
11;Porte des Lilas;21:19;5
12;Porte de Versailles;16:01;4
4;Bagneux - Lucie Aubrac;11:43;2
3;Pont de Levallois - Bécon;9:48;3
7;Mairie d'Ivry;11:02;1
4;Porte d'Orléans;7:53;5
12;Mairie d'Aubervilliers;20:53;2
2;Belleville;20:58;7
4;Porte d'Orléans;13:25;5
12;Porte de Versailles;20:00;4
7;Porte de la Villette;7:27;10
3;Gambetta;14:10;2
6;Nation;8:16;1
3;Gambetta;9:07;2
8;La Motte-Picquet - Grenelle;8:09;4
2;Charles de Gaulle - Etoile;10:31;8
4;Montparnasse Bienvenue;18:54;3
12;Porte de Versailles;19:22;4
7;Villejuif - Louis Aragon;12:57;5
4;Montparnasse Bienvenue;11:59;3
7;Mairie d'Ivry;20:16;1
5;Campo-Formio;13:30;5
11;Place des Fêtes;13:08;2
10;Boulogne Pont de Saint-Cloud;10:53;3
2;Place de Clichy;20:12;3
9;Nation;13:02;8
5;Église de Pantin;12:37;2
10;Porte d'Auteuil;22:05;2
12;Mairie d'Issy;10:21;3
5;Bobigny Pablo Picasso;18:41;1
12;Mairie d'Issy;8:30;3
12;Mairie d'Issy;15:05;3
12;Porte de Versailles;12:51;4
5;Place d'Italie;7:50;4
9;Mairie de Montreuil;12:45;2
4;Bagneux - Lucie Aubrac;8:32;2
12;Porte de Versailles;12:50;4
5;Bobigny Pablo Picasso;9:27;1
11;Porte des Lilas;19:21;5
7;Mairie d'Ivry;21:12;11
11;Porte des Lilas;12:56;5
9;Mairie de Montreuil;10:43;4
4;Montparnasse Bienvenue;13:55;3
14;Bercy;18:13;1
5;Bobigny-Pantin - Raymond Queneau;14:52;3
2;Victor Hugo;15:53;4
4;Bagneux - Lucie Aubrac;7:50;2
8;Balard;11:27;2
7;Mairie d'Ivry;17:53;11
4;Bagneux - Lucie Aubrac;14:24;2
12;Porte de Versailles;17:06;4
9;Nation;7:24;8
2;Charles de Gaulle - Etoile;20:19;8
8;Lourmel;8:02;1
2;Nation;21:03;1
4;Porte d'Orléans;10:46;5
9;Mairie de Montreuil;7:36;4
12;Mairie d'Issy;10:18;3
6;Nation;14:54;1
5;Église de Pantin;6:52;2
8;Lourmel;11:30;1
12;Mairie d'Aubervilliers;8:28;2
5;Bobigny Pablo Picasso;8:02;1
3;Gambetta;9:59;2
4;Porte d'Orléans;15:47;5
14;Bibliothèque François Mitterrand;12:46;5
9;Nation;22:00;8
5;Bobigny Pablo Picasso;19:24;1
9;Mairie de Montreuil;10:44;2
12;Porte de Versailles;22:15;4
12;Porte de Versailles;13:35;4
8;Balard;17:37;2
11;Place des Fêtes;10:14;2
12;Mairie d'Issy;15:24;3
9;Nation;17:39;8
4;Bagneux - Lucie Aubrac;11:57;2
2;Charles de Gaulle - Etoile;16:59;8
11;Place des Fêtes;8:09;2
5;Bobigny Pablo Picasso;10:08;1
2;Charles de Gaulle - Etoile;19:05;8
5;Église de Pantin;17:39;2
5;Bobigny-Pantin - Raymond Queneau;9:06;3
2;Nation;17:47;1
2;Charles de Gaulle - Etoile;13:46;8
5;Gare d'Austerlitz;8:03;6
8;La Motte-Picquet - Grenelle;12:04;4
3;Porte de Champerret;8:10;4
